XPOS	YPOS
39680	81792
40416	81344
40192	81568
39936	81696
40704	80896
40832	81120
40640	81184
38880	82880
39200	82560
39008	82592
39872	82016
39488	82048
39840	82368
39424	82432
39648	82720
40192	82080
40064	82240
40416	82528
40512	82400
40864	82592
40608	82816
41152	82624
40992	82816
38208	83392
38656	83104
38432	83264
38816	83424
38592	83552
38400	83712
39392	82944
39168	83072
38976	83232
39264	83680
38304	84096
38240	84384
38592	84096
38496	84416
38816	84448
38528	84736
38784	84736
39488	83968
