XPOS	YPOS
37824	93856
37856	93856
37792	93888
37824	93888
37856	93888
37760	93920
37792	93920
37824	93920
37728	93952
37760	93952
37792	93952
37696	93984
37728	93984
37760	93984
37632	94016
37664	94016
37696	94016
37728	94016
37632	94048
37664	94048
37696	94048
37600	94080
37632	94080
37664	94080
37600	94112
37632	94112
37664	94112
37888	93856
37888	93888
40320	93568
40288	93600
40320	93600
40352	93600
40288	93632
40320	93632
40352	93632
40384	93632
40320	93664
40352	93664
40384	93664
40416	93664
40384	93696
40416	93696
40416	93728
40448	93696
40448	93728
40480	93728
40448	93760
40480	93760
40480	93792
40512	93792
40512	93824
40640	93920
40672	93920
40640	93952
40672	93952
40704	93952
40640	93984
40672	93984
40704	93984
40736	93984
40704	94016
40736	94016
40768	94016
40736	94048
40768	94048
40800	94048
40768	94080
40800	94080
40832	94080
40800	94112
40832	94112
40864	94112
40896	94112
40832	94144
40864	94144
40896	94144
40864	94176
40896	94176
40896	94208
40992	94304
41024	94304
41056	94304
41024	94336
41056	94336
41088	94336
41056	94368
41088	94368
41120	94368
41088	94400
41120	94400
41152	94400
41120	94432
41152	94432
41184	94432
41216	94432
41152	94464
41184	94464
41216	94464
41184	94496
41216	94496
41248	94496
41184	94528
41216	94528
41248	94528
41216	94560
41248	94560
40512	97184
40544	97184
40576	97184
40512	97216
40544	97216
40576	97216
40480	97248
40512	97248
40544	97248
40576	97248
40416	97312
40384	97344
40416	97344
40320	97376
40352	97376
40384	97376
40416	97376
40288	97408
40320	97408
40352	97408
40384	97408
40416	97408
40288	97440
40320	97440
40352	97440
40384	97440
40288	97472
40352	97472
40448	97280
40480	97280
40512	97280
40544	97280
40448	97312
40480	97312
40512	97312
40544	97312
40448	97344
40480	97344
40448	97376
