TRAPX	TRAPY
52192	102560
52128	102944
52192	103680
52192	104128
52192	104448
52192	104768
52096	106752
52160	107680
52000	107872
52064	108160
52096	108384
52480	102272
52672	102272
52544	102400
52480	102560
52352	103168
52256	103328
52608	103328
52608	102816
52576	103040
52320	103872
52320	104000
52320	104320
52640	103584
52544	103872
52608	104288
52320	104640
52256	105184
52256	105408
52640	104512
52608	104992
52704	105248
52416	105760
52576	105760
52480	106048
52480	106464
52704	105504
52384	106752
52224	107008
52256	107232
52576	107328
52544	107040
52224	107488
52544	107552
52448	107712
52320	107872
52512	107872
52512	108160
52288	108224
52512	108448
52704	107872
52384	108576
52288	108768
52320	109120
52576	108736
52640	109056
52512	109312
52288	109568
52256	109920
52384	110080
52512	110240
52608	110432
52640	109568
52544	110656
52480	110976
52320	111104
52704	111072
52800	102272
53152	102080
52800	102400
52736	102560
52960	102400
52960	102624
53152	103008
52928	102880
52768	102784
52768	103008
52896	103104
53056	103136
52768	103264
52960	103328
52832	104256
53024	104096
52800	103520
52736	103872
53184	104192
53056	103584
52960	103840
53184	105088
52992	104928
52832	104608
52800	104448
52992	105312
52832	105792
52896	106016
52864	106272
52832	106464
53184	105632
53024	106336
53088	105888
52768	107200
52896	107360
53088	106944
53088	107296
52864	106880
52832	108384
53184	108320
53216	108064
52928	107552
52864	107808
53184	107616
53216	109440
53216	109248
52928	108736
52864	109120
53152	108608
52768	109280
53120	108864
53024	109280
53216	109952
53184	109728
52768	109920
52960	109568
53056	110016
52864	110976
53024	111072
53216	111168
53120	110656
53152	110912
53312	102144
53536	102368
53472	102560
53600	102592
53408	102752
53600	102752
53728	102880
53312	102944
53504	102912
53312	103392
53600	103360
53696	103744
53280	104416
53504	103968
53280	103776
53440	104160
53472	105280
53632	105408
53472	104896
53280	105408
53600	104704
53696	105120
53632	104480
53728	105696
53568	105952
53344	105952
53472	106176
53504	106400
53280	106368
53696	106624
53664	106848
53440	106784
53504	107168
53728	107424
53568	107360
53344	107424
53248	106688
53504	106624
53536	107584
53696	107744
53408	107968
53600	107968
53632	109344
53408	109312
53536	108672
53344	108672
53312	108864
53472	108864
53312	109056
53696	110496
53600	109568
53632	109760
53568	109984
53408	110048
53280	110240
53440	110464
53408	111200
53600	110912
53568	110624
53792	103040
53824	103264
53824	103424
53824	103616
53824	103872
53856	104064
53856	104256
53856	104416
53856	104608
53856	104832
53952	105024
53888	105280
53824	105504
53824	106496
53824	106816
53760	107200
53792	108000
53824	108288
53760	108512
53888	109408
53760	109216
53952	108704
53824	110400
53856	110208
53888	109824
53952	109600
53760	109920
