XPOS	YPOS
50624	108640
62176	124800
54976	106816
65536	115744
62592	104736
60864	105728
58688	116672
66528	124096
65760	108000
64768	103552
54688	108896
66144	109056
64320	122432
61408	109632
57984	105376
51072	109824
52832	109216
58848	109376
54080	104416
54560	105504
67520	119456
60288	101856
53536	115104
50752	108576
50944	108000
59104	120864
61632	115712
62272	112288
62880	101824
62944	105024
54560	108256
63872	114848
60320	109888
58720	105568
52160	106624
62944	114208
65216	121792
65440	107968
61504	109632
57920	105120
66304	113312
64512	121728
67200	115104
66912	113632
61760	109824
54016	104608
60544	105344
56128	102752
66144	124576
55296	119776
65184	125376
65984	112256
67648	122080
67808	119840
63040	111424
59360	108544
57088	115328
57792	103872
65952	109568
51264	107168
59072	102144
52832	111968
64032	122880
52128	107360
66848	111776
57344	115136
57280	122112
62592	126048
64160	114368
65920	112096
64512	121568
60960	115008
55200	108000
64704	123104
60640	109344
60480	102368
67136	111328
64704	125024
53344	110304
62816	125504
59264	106464
64608	114304
62976	117024
62272	125216
58848	101888
54176	104064
55680	102464
59936	107616
65440	123776
61440	110656
67552	120960
64800	109280
58656	103488
54624	102912
63808	123744
61120	104928
52256	107744
64224	126016
61280	112832
54112	104640
67136	112096
53984	116608
66656	116416
64160	123488
57952	119744
59968	107648
52384	111232
67296	111936
64096	111232
54208	106048
66304	123264
65760	105632
62496	111104
54944	113088
54784	102720
65696	106944
60800	102528
54304	104064
61280	112160
64576	123744
59648	101920
57440	106976
62240	111872
64096	110528
64864	112032
64448	115680
53600	110368
58912	105152
65888	113440
51584	111648
63872	113504
59968	102304
53216	109824
66880	111136
61888	109696
58656	103968
60704	108544
59040	105152
66016	108192
58240	109280
60448	108736
57280	108320
67456	113344
57792	116928
64640	126240
62208	125472
55040	108320
64928	125856
65920	124800
59488	106656
61248	108192
66464	123104
51392	106752
67616	119872
52000	112544
55008	104000
65984	106208
63360	113088
63808	124224
55072	107904
65952	121952
53600	110880
53376	105216
64704	121728
58208	103584
67040	121792
57568	104672
58496	112256
53952	116480
64608	103680
64320	111104
62848	111744
64768	104160
56736	107264
54048	105248
50656	106912
52224	106336
65504	104320
66080	121280
55328	102976
53472	109920
61984	107264
51072	107072
53440	118176
60416	106432
64800	114592
64128	113536
61824	104064
52480	106080
60128	107392
55136	105696
64192	123808
57664	102560
55968	118656
62432	111200
61664	104224
63392	112256
54464	106560
67232	116736
64192	113920
66880	123168
54944	108224
58496	106304
54784	107648
67616	120096
60480	101856
67712	119936
52960	110496
63328	122880
52928	105312
60128	122176
66976	110400
51968	111648
66528	120960
55712	109120
65056	114912
59744	107712
63392	104480
62880	124192
60320	118912
60608	110624
62784	123712
63488	126144
66112	113120
65792	123712
63328	111968
64448	114400
62208	110560
54848	112896
64640	111968
62016	102976
56416	114656
54944	106944
62880	125024
64224	114240
62560	125152
58720	103360
61120	112928
52640	105856
64672	110880
63040	117152
63200	114368
65472	113632
54112	116608
62368	111776
66208	124224
66720	122976
63072	117248
64512	125824
51808	109888
63904	126176
67360	121664
58208	116768
62240	113024
58016	116640
66240	111424
66048	125696
64704	123904
54304	103872
58400	102400
52640	105472
52544	108096
63616	102592
65696	125152
61824	115808
60320	102592
59712	114304
57824	105504
60576	119072
54208	105376
58336	109344
58176	116320
65792	105088
67200	121120
66272	124512
64480	115392
57856	102432
67072	114080
53664	107072
52288	106240
65248	104320
61536	110496
62976	117408
67200	115456
52448	107456
66304	112288
63744	125696
58304	112128
53216	117664
66848	114304
61952	103488
53472	105664
61120	108896
59136	102304
61184	104384
65344	107296
61344	108000
59232	102432
64160	103424
61632	124736
62912	124832
59424	106528
50784	108960
53056	105280
63264	124000
66176	116576
61088	112000
59136	108352
65248	108416
61984	107072
58752	109440
63424	122848
54752	107296
59008	106592
53760	106944
67136	117792
51392	106976
58432	103520
52096	112992
63584	125312
66208	105152
62784	117024
64448	114976
66080	122016
