TRAPX	TRAPY
43936	101344
43968	101568
44064	101248
44096	101472
45312	98336
45248	98624
45376	98816
45440	98528
45312	100928
45216	101088
45376	101216
45472	101056
47040	98464
46784	101504
46784	101792
46656	101632
46912	101664
47296	98304
47232	98624
48096	101856
48064	102080
48224	98528
48448	98368
48416	98688
48160	102176
48192	101952
48128	101568
48224	101728
48672	98560
49376	98528
49312	98880
49728	98848
49920	98656
49696	99136
50048	99072
49664	102144
49824	101920
49952	102240
49792	102432
46464	96768
46400	96960
47040	95776
46592	96896
47264	95712
47136	95488
