TRAPX	TRAPY
52000	120768
52064	120704
52064	120608
52128	120672
52128	120768
52160	120576
52096	120480
52032	120416
52128	120384
51936	120704
52032	120896
52032	120992
52064	121120
52096	121024
52096	120928
52096	120832
52160	120864
52160	120960
52160	121056
52128	121152
52192	121120
52224	120768
52224	120640
52224	120480
52320	120800
52320	120704
52288	120544
52256	120384
52416	120768
52384	120672
52352	120576
52352	120448
52320	120320
52384	120384
52416	120512
52448	120640
52224	120992
52224	120864
52224	121216
52256	121088
52288	120992
52288	120896
52288	121280
52320	121184
52352	121088
52352	120992
52384	120896
52448	120864
52416	120992
52416	121120
