TRAPX	TRAPY
59040	105344
59136	105440
59104	105312
59200	105376
59072	105440
58976	106272
58944	106112
58912	105952
58944	105760
59040	105664
59040	105504
59008	106464
59072	106400
59040	106208
59008	106048
58976	105888
59072	105856
59072	106048
59136	106208
59136	106368
59232	106272
59168	105952
59136	105760
59168	105600
59200	105760
59200	106112
59104	105600
59008	105760
58880	105856
58976	106016
59040	105952
59104	105952
59072	105760
59008	106368
59136	106464
59232	106400
59072	106304
59136	106112
59168	105856
59168	106272
59072	106144
59232	106016
59232	105888
59232	105664
59200	105504
59104	106592
59200	106496
59072	106528
59168	106592
59264	106560
