TRAPX	TRAPY
53216	117696
53152	117600
53216	117472
53088	117632
53056	117472
53120	117504
53152	117312
53184	117248
53184	116768
53216	116896
53184	116992
53120	116864
53184	117120
53120	117216
53088	117056
53056	116896
52960	116768
53152	117408
53056	117312
53024	117152
52992	117024
52928	116896
52864	116896
52928	117056
53152	117856
53120	117984
53120	117760
53440	117664
53344	117728
53408	117568
53312	117600
53376	117472
53248	117568
53312	117472
53248	117376
53440	117440
53376	117376
53312	117280
53376	117184
53408	117056
53504	117056
53376	116928
53280	116864
53312	116992
53344	117120
53280	117216
53248	117120
53248	116992
53408	117792
53248	117824
