TRAPX	TRAPY
57824	105568
57824	106176
57888	105344
57984	105344
58080	105376
57920	105216
58048	105248
58176	105344
57984	105152
57856	105440
58080	105120
58112	105280
58144	105024
58144	105152
57952	105088
57856	105248
58112	105728
57984	105632
57984	105824
58048	105952
57952	105984
58080	106112
57856	106112
57952	106112
57888	106240
57984	106240
58080	106272
58112	105952
58048	105792
57888	105696
57888	105536
57952	105472
58048	105504
58080	105632
58144	105504
57920	105792
57920	105920
58016	106048
57888	106048
58016	106208
58016	106336
58112	106208
58144	105632
58112	105824
58112	106048
58144	106144
57984	105728
57984	105888
57920	106176
58176	106016
