TRAPX	TRAPY
54144	112544
54208	112416
54240	112320
54144	112192
54176	112320
54112	112416
54208	112512
54080	112128
54080	112288
54016	112192
54016	112384
54048	112512
54080	112608
54240	112928
54240	113056
54240	113408
54208	113280
54176	113152
54144	113024
54144	112896
54176	112800
54208	112640
54112	112704
54144	112640
54240	112832
54080	112832
54176	113408
54144	113312
54368	112608
54272	112512
54304	112384
54368	112512
54368	112736
54400	112896
54400	113056
54336	113152
54336	113024
54304	112896
54272	112736
54304	112640
54272	113184
54304	113344
54368	113408
54464	112800
54464	112928
54464	113056
54368	112832
54432	112704
54432	113472
54272	113280
