TRAPX	TRAPY
64864	107008
64864	107040
64896	106976
64896	107008
64896	107040
64864	107072
64896	107072
64896	106912
64928	107072
64928	107104
64896	106944
64864	106880
64864	106912
64864	106976
64864	106944
64928	107040
64928	107008
64928	106976
64928	106944
64960	106976
64960	107008
64960	107040
64960	107072
64960	107104
64960	107136
64992	107136
64992	107168
64992	107104
64992	107072
64992	107040
64992	107008
65024	107040
65024	107072
65024	107104
65024	107136
65024	107168
65024	107200
65056	107072
65056	107104
65056	107136
65056	107168
65056	107200
65056	107232
65024	107232
66496	108512
66496	108480
66528	108512
66496	108640
66496	108672
66496	108704
66528	108640
66528	108672
66528	108704
66528	108544
66560	108672
66560	108704
66560	108736
66592	108704
66592	108736
66592	108768
66624	108736
66624	108736
66624	108768
66624	108800
66656	108768
66656	108800
66656	108832
66688	108832
66688	108864
66688	108896
66688	108800
66560	108544
66560	108576
66592	108576
66592	108608
66624	108640
66624	108608
66656	108640
66656	108672
