TRAPX	TRAPY
1603	3007
1611	3016
1606	3021
1597	3012
1613	3018
1622	3026
1617	3032
1608	3023
1624	3029
1632	3036
1619	3034
1626	3041
1633	3049
1623	3060
1629	3066
1640	3056
1616	3066
1606	3076
1622	3072
1612	3082
1591	3092
1600	3083
1596	3098
1606	3088
1622	3127
1612	3117
1616	3132
1607	3123
1628	3133
1639	3143
1633	3149
1623	3138
1842	2960
1851	2969
1846	2975
1837	2966
1845	2972
1862	2980
1857	2985
1849	2978
1885	3003
1886	3016
1876	3026
1882	3032
1892	3032
1863	3051
1854	3060
1849	3055
1859	3045
1837	3067
1848	3057
1853	3062
1843	3072
1661	3221
1672	3232
1666	3237
1656	3227
1693	3222
1684	3230
1679	3225
1688	3216
1696	3028
1704	3200
1701	3213
1710	3205
1705	3165
1715	3176
1710	3181
1700	3171
1650	3166
1639	3177
1650	3188
1660	3177
1655	3160
1666	3150
1676	3161
1666	3172
1741	3057
1731	3047
1726	3053
1736	3063
1759	2989
1770	2978
1775	2984
1765	2994
1815	2994
1826	2954
1831	2924
1820	2938
