TRAPX	TRAPY
51104	102336
51168	133056
51168	139200
51200	108448
51200	114624
51200	120768
51200	126912
55264	102336
55264	133056
55264	139200
55264	108448
55264	114624
55264	120768
55264	126912
59360	102336
59360	133056
59360	139200
59360	108448
59360	114624
59360	120768
59360	126912
63456	102336
63456	133056
63456	139200
63456	108448
63456	114624
63456	120768
63456	126912
67584	102336
67584	133056
67584	139200
67584	108448
67584	114624
67584	120768
67584	126912
71648	102336
71648	133056
71648	139200
71648	108448
71648	114624
71648	120768
71648	126912
75744	102336
75744	133056
75744	139200
75744	108448
75744	114624
75744	120768
75744	126912
