TRAPX	TRAPY
65504	114880
65664	114688
65664	114880
65632	115072
65824	114848
66272	115488
66432	115648
66368	115904
66240	115808
66848	114656
66688	114752
66624	114912
66816	114880
66752	115136
66624	115936
67296	113920
67392	114144
67488	114272
67424	113792
67520	114016
67232	116544
67552	116576
67392	116768
67424	117024
67264	116896
68064	112864
67808	117408
67744	117632
67872	117632
68032	117504
67968	117312
68256	112960
68192	113248
68128	113088
68192	112768
68384	116576
68512	116704
68576	116448
68480	116960
68960	112192
68960	112448
68768	112096
68736	112384
68832	112640
68832	116576
69536	111872
69120	115872
69280	115744
69248	116000
69152	116192
69504	115872
69824	112128
69952	111968
69760	111904
69632	112128
70112	115488
70400	115584
70528	115360
70176	115744
70592	115776
71296	115040
71328	115264
71264	114816
71424	114976
71168	115104
71872	113984
71872	114176
72000	114080
71744	114080
71872	114368
