TRAPX	TRAPY
61056	120416
61024	120640
61184	120640
61216	120384
61152	120896
61632	119296
61600	119520
61792	119360
61760	119520
61888	119616
62752	118592
62912	118752
62880	123104
62816	123264
62944	123424
63104	118368
63168	118592
63136	118912
63040	123232
62976	122976
63904	117792
63872	118080
63648	122560
63840	122720
63840	122432
63968	122240
64064	117760
64000	117952
64032	118240
64032	122528
64960	115680
64832	115840
64896	116064
64992	116000
64672	116928
64576	117056
64768	117024
64672	117152
64544	117248
64576	121408
64704	121632
64864	121344
64864	121856
65088	115808
65504	116960
65504	120416
65088	121408
65568	116576
65792	116704
65632	116864
65728	117120
65696	120160
65760	120512
65632	120416
65600	120704
66528	117600
66400	118816
66336	118944
66432	119136
66336	119232
66624	117408
66752	117568
66720	117824
66560	117856
66560	118944
67264	118016
67200	118144
67168	117984
67104	118112
67104	118272
