TRAPX	TRAPY
70464	111456
70432	111392
70432	111424
70432	111424
70432	111456
70464	111424
70496	111456
70496	111488
70464	111392
70496	111424
70528	111456
70528	111488
70528	111520
70560	111488
70560	111520
70560	111552
70592	111520
70592	111552
70592	111584
70624	111552
70624	111584
70432	111552
70432	111584
70464	111552
70464	111584
70496	111584
70496	111584
70432	111552
70400	111552
70400	111584
70400	111520
70624	111616
70432	111616
70464	111616
70496	111616
70496	111648
70528	111616
70528	111648
70528	111680
70560	111648
70560	111680
70560	111712
70592	111680
70592	111712
70592	111712
70592	111744
70624	111744
70624	111776
70624	111808
70400	111616
70656	111584
70656	111616
70656	111648
70688	111616
70688	111648
70688	111680
70720	111616
70720	111648
70720	111680
70656	111776
70656	111808
70656	111840
70688	111808
70688	111840
70688	111872
72000	113184
72000	113216
72000	113248
72032	113216
72032	113216
72032	113248
72032	113280
72064	113248
72064	113280
72064	113312
72096	113280
72096	113312
72096	113344
72128	113312
72128	113344
72128	113376
72160	113344
72160	113376
72160	113408
72032	113024
72032	112992
72064	113024
72064	113056
72096	113056
72096	113088
72128	113088
72128	113120
72160	113120
72160	113152
72032	112960
72064	112992
72096	113024
72128	113056
72160	113088
72192	113376
72192	113408
72192	113440
72224	113408
72224	113440
72224	113376
72192	113152
72192	113184
72224	113184
72224	113216
72256	113216
72256	113248
72288	113248
72288	113280
72192	113120
72224	113120
72288	113184
72320	113216
72320	113248
72320	113280
72288	113248
72288	113280
72320	113184
72288	113184
72224	113120
72224	113152
72224	113184
72224	113216
