TRAPX	TRAPY
57824	123712
58208	123456
58080	123712
57984	123488
57984	124000
58816	122944
58944	122624
59200	122752
59008	122912
59104	123136
59232	124768
59328	125120
59136	125248
59520	121856
59424	121984
59648	121952
59584	122208
59456	122176
59488	124832
59520	125376
60256	125472
60384	125824
60256	126048
60480	122688
60704	122848
60448	123008
60576	122912
60704	123104
60544	125472
60512	126112
61056	124992
61056	125248
61248	125152
61408	124992
61600	123904
61760	123968
61664	124128
61568	124192
61760	124256
61440	125312
