TRAPX	TRAPY
3169	5178
3161	5186
3168	5194
3177	5185
3164	5198
3147	5201
3157	5190
3154	5209
3095	5024
3103	5031
3111	5022
3106	5014
3139	4980
3145	4988
3154	4979
3148	4971
3158	4961
3164	4969
3173	4961
3167	4952
3197	4960
3190	4969
3199	4978
3206	4970
3214	4978
3222	4969
3199	4978
3206	4970
3214	4978
3222	4986
3217	4994
3205	4984
3249	5013
3260	5025
3259	5005
3268	5015
3220	5045
3227	5075
3218	5067
3209	5065
3008	5112
3016	5120
3011	5126
3002	5119
3030	5134
3025	5141
3036	5152
3041	5144
3061	5165
3049	5153
3045	5160
3056	5171
