NAME	MAGIC_ID	MAG_P1_MIN	MAG_P1_MAX	SWORD	BLADE	WAND	SPEAR	HAMMER	DUALBLADES	DARTS	KNIFE	CROSSBOW	ARMOR	RING	NECKLACE	AMULET	BOOT	BELT	HELM	CUFF	SACHET	PENDANT	METAL	WOOD	WATER	FIRE	EARTH	11	12	181	21	22	241	281	291	31	41	61	991	1001	1021	1051	1071	1081	1171	1181	1201	1231	1251	1271	1261	1281	2001	2011
加伤害强化	126	5	10	2500	2500	2500	3000	2500	2500	2500	2500	2500	0	0	0	0	0	0	0	0	0	0	100	80	100	30	30	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加伤害强化	126	11	20	4000	4000	4000	5000	4000	3000	4000	4000	4000	0	0	0	0	0	0	0	0	0	0	100	80	100	30	30	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加伤害强化	126	21	30	7500	7500	7500	10000	7500	3500	6000	6000	6000	0	0	0	0	0	0	0	0	0	0	100	80	100	30	30	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加伤害强化	126	31	40	10000	10000	10000	15000	10000	4000	8000	8000	8000	0	0	0	0	0	0	0	0	0	0	100	80	100	30	30	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加伤害强化	126	41	50	15000	15000	15000	25000	15000	5000	10000	10000	10000	0	0	0	0	0	0	0	0	0	0	100	80	100	30	30	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加伤害强化	126	51	60	25000	25000	25000	40000	25000	6000	15000	15000	15000	0	0	0	0	0	0	0	0	0	0	100	80	100	30	30	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加伤害强化	126	61	70	40000	40000	40000	90000	40000	10000	25000	25000	25000	0	0	0	0	0	0	0	0	0	0	100	80	100	30	30	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加伤害强化	126	71	80	100000	100000	100000	200000	100000	12000	60000	60000	60000	0	0	0	0	0	0	0	0	0	0	100	80	100	30	30	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加伤害强化	126	81	90	250000	250000	250000	400000	250000	15000	150000	150000	150000	0	0	0	0	0	0	0	0	0	0	100	80	100	30	30	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加伤害强化	126	91	100	500000	500000	500000	750000	500000	25000	400000	400000	400000	0	0	0	0	0	0	0	0	0	0	100	80	100	30	30	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加命中率	166	10	30	1500	1500	1500	1500	1500	1500	1500	1500	1500	0	0	0	0	0	0	0	0	0	0	100	60	100	30	30	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加命中率	166	31	60	2500	2000	2000	2500	2500	2000	2000	2000	2000	0	0	0	0	0	0	0	0	0	0	100	60	100	30	30	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加命中率	166	61	90	4000	2500	2500	4000	4000	2500	2500	2500	2500	0	0	0	0	0	0	0	0	0	0	100	60	100	30	30	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加命中率	166	91	120	5000	4000	4000	5000	5000	4000	4000	4000	4000	0	0	0	0	0	0	0	0	0	0	100	60	100	30	30	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加命中率	166	121	150	7500	5000	5000	7500	7500	5000	5000	5000	5000	0	0	0	0	0	0	0	0	0	0	100	60	100	30	30	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加命中率	166	151	180	15000	7500	7500	15000	15000	6000	6000	6000	6000	0	0	0	0	0	0	0	0	0	0	100	60	100	30	30	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加命中率	166	181	210	25000	15000	15000	25000	25000	8000	8000	8000	8000	0	0	0	0	0	0	0	0	0	0	100	60	100	30	30	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加命中率	166	211	240	60000	25000	25000	60000	60000	10000	10000	10000	10000	0	0	0	0	0	0	0	0	0	0	100	60	100	30	30	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加命中率	166	241	270	120000	60000	60000	120000	120000	12000	12000	12000	12000	0	0	0	0	0	0	0	0	0	0	100	60	100	30	30	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加命中率	166	271	300	400000	225000	225000	400000	400000	17500	50000	50000	50000	0	0	0	0	0	0	0	0	0	0	100	60	100	30	30	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加攻击速度	115	10	10	25000	25000	25000	25000	10000	10000	15000	15000	15000	0	0	0	0	0	0	0	0	0	0	100	80	100	40	40	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加攻击速度	115	10	10	25000	25000	25000	25000	10000	10000	15000	15000	15000	0	0	0	0	0	0	0	0	0	0	100	80	100	40	40	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加攻击速度	115	10	10	25000	25000	25000	25000	10000	10000	15000	15000	15000	0	0	0	0	0	0	0	0	0	0	100	80	100	40	40	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加攻击速度	115	20	20	600000	600000	600000	50000	25000	25000	25000	25000	25000	0	0	0	0	0	0	0	0	0	0	100	80	100	40	40	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加攻击速度	115	20	20	600000	600000	600000	50000	25000	25000	25000	25000	25000	0	0	0	0	0	0	0	0	0	0	100	80	100	40	40	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加攻击速度	115	20	20	600000	600000	600000	50000	25000	25000	25000	25000	25000	0	0	0	0	0	0	0	0	0	0	100	80	100	40	40	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加攻击速度	115	30	30	750000	750000	750000	750000	40000	40000	400000	400000	400000	0	0	0	0	0	0	0	0	0	0	100	80	100	40	40	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加攻击速度	115	30	30	750000	750000	750000	750000	40000	40000	400000	400000	400000	0	0	0	0	0	0	0	0	0	0	100	80	100	40	40	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加攻击速度	115	30	30	750000	750000	750000	750000	40000	40000	400000	400000	400000	0	0	0	0	0	0	0	0	0	0	100	80	100	40	40	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加攻击速度	115	30	30	750000	750000	750000	750000	40000	40000	400000	400000	400000	0	0	0	0	0	0	0	0	0	0	100	80	100	40	40	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
忽略对手防御	58	1	1	150000	150000	100000	150000	1000000	80000	80000	80000	80000	0	0	0	0	0	0	0	0	0	0	50	40	100	30	30	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
忽略对手防御	58	1	1	150000	150000	100000	150000	1000000	80000	80000	80000	80000	0	0	0	0	0	0	0	0	0	0	50	40	100	30	30	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
忽略对手防御	58	1	1	150000	150000	100000	150000	1000000	80000	80000	80000	80000	0	0	0	0	0	0	0	0	0	0	50	40	100	30	30	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
忽略对手防御	58	1	1	150000	150000	100000	150000	1000000	80000	80000	80000	80000	0	0	0	0	0	0	0	0	0	0	50	40	100	30	30	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
忽略对手防御	58	1	1	150000	150000	100000	150000	1000000	80000	80000	80000	80000	0	0	0	0	0	0	0	0	0	0	50	40	100	30	30	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
忽略对手防御	58	1	1	150000	150000	100000	150000	1000000	80000	80000	80000	80000	0	0	0	0	0	0	0	0	0	0	50	40	100	30	30	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
忽略对手防御	58	1	1	150000	150000	100000	150000	1000000	80000	80000	80000	80000	0	0	0	0	0	0	0	0	0	0	50	40	100	30	30	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
忽略对手防御	58	1	1	150000	150000	100000	150000	1000000	80000	80000	80000	80000	0	0	0	0	0	0	0	0	0	0	50	40	100	30	30	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
忽略对手防御	58	1	1	150000	150000	100000	150000	1000000	80000	80000	80000	80000	0	0	0	0	0	0	0	0	0	0	50	40	100	30	30	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
忽略对手防御	58	1	1	150000	150000	100000	150000	1000000	80000	80000	80000	80000	0	0	0	0	0	0	0	0	0	0	50	40	100	30	30	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
永不磨损	43	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
永不磨损	43	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
