XPOS	YPOS
53888	93632
53888	93824
53888	95040
53888	95744
53920	93952
53920	94112
53920	94720
53920	94880
53920	95872
53952	95040
53952	96000
53984	94720
53984	94880
53984	96160
54112	93632
54112	95616
54112	95776
54112	95936
54112	96096
54144	93824
54144	93984
54176	94176
54240	91744
54240	91872
54240	92032
54272	88928
54272	89120
54272	92992
54304	88704
54304	90080
54304	90240
54304	90432
54304	92736
54304	92864
54368	92992
54400	90080
54400	90240
54400	90432
54400	92736
54400	92864
54464	88704
54464	88928
54464	89120
54496	90080
54496	90240
54496	90432
54496	91328
54496	91488
54496	91680
54624	88704
54624	88960
54624	89152
54688	88000
54688	88128
54688	88256
54752	88000
54752	88128
54784	88256
54880	88000
54880	88128
54880	88256
55104	89728
55136	89920
55136	90112
55232	89728
55264	89920
55296	90112
55360	89728
55392	89920
55392	90112
55424	88224
55424	88352
55424	88480
55520	88224
55520	88352
55520	88480
55520	89152
55520	89312
55584	89152
55584	89312
55616	88224
55616	88352
55616	88512
55648	89184
55648	89312
55840	99296
55904	99200
55936	99360
56000	99232
56032	98912
56032	99392
56064	98720
56096	99296
56128	95808
56128	98752
56128	98944
56160	95648
56192	95872
56224	95552
56224	95712
56224	98816
56224	98976
56256	95936
56288	95616
56288	95776
56320	89408
56320	96000
56352	95712
56352	95840
56352	99456
56384	89536
56384	89664
56384	96064
56416	89280
56416	95776
56416	95904
56448	90336
56448	99008
56448	99552
56480	89376
56480	90464
56480	95840
56512	90336
56512	99616
56544	89472
56544	90464
56544	90624
56544	99072
56608	90592
56608	95328
56608	99104
56608	99744
56672	95264
56672	95456
56736	95168
56736	99168
56768	95360
56832	95264
56928	90560
56960	90464
56992	99168
57024	90656
57056	90560
57056	99072
57056	99328
57120	90752
57120	94464
57120	98976
57120	99264
57120	99520
57152	90656
57184	99168
57184	99424
57216	91424
57216	94336
57216	94592
57248	99328
57280	91552
57280	94208
57280	94432
57280	94720
57312	91424
57312	91712
57344	94560
57344	94848
57376	91552
57376	94336
57408	91680
57408	94720
57440	91392
57440	94432
57440	98144
57440	98304
57440	98432
57472	91552
57504	94592
57536	91648
57568	98144
57568	98304
57568	98432
57696	98144
57696	98304
57728	98432
57856	100224
57856	99936
57888	100064
57888	93056
57888	93184
57888	93344
57952	100064
57952	100224
57952	93056
57952	93184
57952	94176
57952	94304
57952	94400
57952	99904
57984	93344
57984	98976
58016	92032
58016	94176
58016	94304
58016	94400
58016	98848
58048	100064
58048	93056
58048	93184
58048	99072
58048	99904
58080	100224
58080	91904
58080	93376
58080	94176
58080	94304
58080	94400
58080	98912
58112	91776
58112	99168
58144	93056
58144	93184
58176	92096
58176	93376
58176	99072
58208	91808
58208	91968
58272	92000
58272	92160
58304	91872
58432	100672
58432	95264
58432	95392
58464	95552
58464	99200
58464	99360
58464	99520
58496	100544
58496	100800
58528	100672
58528	95232
58528	95360
58528	95552
58560	99168
58560	99328
58560	99488
58592	100544
58592	100800
58624	100704
58624	95200
58624	95520
58624	99104
58656	95392
58656	99264
58656	99424
58848	93952
58848	94144
58848	94368
58912	100512
58944	100640
58944	100768
58976	93952
58976	94144
58976	94368
59008	98592
59040	100416
59040	98272
59040	98432
59072	100544
59072	100704
59104	93952
59104	94144
59136	100320
59136	94336
59136	98272
59136	98464
59136	98624
59168	100672
59168	96032
59168	96160
59168	96288
59168	96448
59168	96608
59200	100448
59200	98304
59232	98496
59232	98656
59264	96032
59264	96160
59264	96288
59456	97408
59456	97536
59456	97696
59552	97408
59552	97536
59552	97664
59616	97408
59648	97536
59648	97696
59744	98592
59776	100000
59776	98720
59776	99680
59776	99840
59808	98560
59808	98848
59840	100000
59840	98688
59840	98944
59872	99680
59872	99840
59904	98784
59936	100000
59936	98880
59936	99680
59936	99872
