XPOS	YPOS
58592	85856
58592	85952
58592	86080
58624	86240
58688	84736
58688	84864
58688	84992
58688	85856
58688	85952
58688	86080
58720	86240
58752	86944
58784	84736
58784	84864
58784	84992
58784	85856
58784	85952
58784	86080
58816	86240
58816	86944
58816	87072
58880	84736
58880	84864
58880	84992
58880	85856
58880	85952
58880	86112
58880	86944
58880	87072
58880	87200
58912	86272
58944	86944
58944	87072
58944	87200
58976	84736
58976	84864
58976	85024
59008	87072
59008	87200
59072	87200
59264	88192
59296	90144
59328	88128
59328	90272
59360	88032
59360	88320
59360	90080
59360	90432
59392	90240
59424	87968
59424	88192
59424	90016
59424	90400
59456	88128
59456	90208
59488	86496
59488	87872
59488	90368
59520	88032
59552	86400
59552	86592
59552	87968
59616	86304
59616	86496
59616	86656
59680	84800
59680	84928
59680	85056
59680	85184
59680	86432
59680	86560
59712	86336
59744	86464
59776	84832
59776	84960
59776	85088
59776	85248
59776	86368
59776	88864
59808	88992
59808	89728
59840	88800
59840	89632
59872	84864
59872	84992
59872	85120
59872	85248
59872	88736
59872	88896
59872	89504
59872	89792
59904	88640
59904	89664
59936	88800
59936	89536
59968	88576
59968	88736
60032	88704
60096	90208
60128	90144
60128	90272
60160	90080
60160	90208
60224	90144
60256	85280
60256	85408
60256	85536
60256	85664
60256	85792
60352	85312
60352	85440
60352	85568
60352	85664
60352	85792
60416	85344
60416	85472
60416	85600
60416	85728
60416	85856
60480	90944
60512	90656
60512	90784
60512	91104
60608	90816
60608	90976
60608	91104
60640	90688
60736	89312
60736	90880
60736	91040
60736	91168
60768	90720
60800	85120
60832	85248
60832	89248
60832	89408
60864	85024
60864	85344
60896	85152
60896	85472
60896	89120
60896	89472
60928	85248
60928	89344
60960	85344
60992	89408
60992	89568
61024	89248
61024	90656
61056	90752
61088	89312
61088	89440
61120	90848
61152	90944
61184	89376
61216	90464
61280	84800
61280	84960
61280	85056
61280	85184
61280	90560
61312	90656
61344	88608
61344	90752
61376	84832
61376	84928
61376	85056
61376	85184
61408	88512
61408	88704
61408	91808
61440	91968
61472	88448
61472	88608
61472	88800
61472	91776
61504	91936
61504	92128
61536	88544
61536	88704
61568	88928
61568	92096
61600	88672
61632	88800
61664	85408
61696	88736
61728	85312
61728	85472
61792	85248
61792	85408
61792	87680
61856	85184
61856	85344
61856	87552
61888	87776
61920	85280
61952	87616
61984	87840
61984	92384
62016	92288
62016	93248
62016	93376
62048	87680
62048	92480
62048	93504
62080	92384
62080	92608
62080	93248
62112	93376
62112	93600
62144	88064
62144	92512
62144	92704
62144	93504
62208	87968
62208	88160
62208	92640
62208	93600
62272	88064
62272	88256
62336	88128
62688	93984
62720	93856
62752	94112
62784	93984
62816	94208
62848	94080
62880	94304
62912	94144
62976	94240
62976	94400
63456	94528
63488	94400
63520	94272
63520	94624
63552	90464
63552	90592
63552	90720
63552	90848
63552	94496
63552	94752
63584	93440
63584	93568
63584	93696
63616	89984
63616	90464
63616	90592
63616	94400
63648	89920
63648	90720
63648	94656
63680	89856
63680	90016
63680	90848
63680	91520
63680	91648
63680	93344
63680	93472
63680	93568
63712	89952
63712	90464
63712	90592
63712	90720
63712	91744
63712	94528
63744	89888
63744	90848
63744	91520
63744	91648
63744	93344
63744	93472
63744	93568
63776	91744
63776	94656
63808	93344
63808	93472
63808	93568
63936	89632
63968	89312
63968	89472
64000	89696
64032	92928
64064	89376
64064	89536
64064	93088
64096	88352
64096	88448
64096	89216
64096	91392
64096	91488
64096	92832
64128	88512
64128	92992
64160	88704
64160	89472
64160	92768
64192	91392
64192	91488
64192	92896
64224	89280
64256	91392
64256	91488
64256	94688
64288	88224
64288	94784
64320	88384
64320	88512
64320	91392
64320	91520
64352	88672
64352	92224
64352	92352
64352	92480
64352	94592
64352	94720
64416	92224
64416	92352
64416	92480
64416	94496
64416	94624
64480	92224
64480	92352
64480	92480
64480	94400
64512	93440
64512	93568
64512	93664
64512	93760
64512	94560
64608	93440
64608	93568
64608	93664
64608	93760
64704	93440
64704	93568
64704	93664
64704	93760
