XPOS	YPOS
38176	75680
38784	74944
38496	75040
38496	75424
39392	75168
39008	75328
39392	75552
39712	75712
40384	75328
40064	75456
40352	75744
40768	75264
41120	75296
41408	75360
41408	75648
41728	74752
41696	75136
41728	75488
42016	74912
42400	75104
42080	75264
42400	75552
42112	75648
42848	74848
42656	75040
42656	75424
43296	75168
43008	75392
43296	75520
43840	74880
43584	75104
43840	75200
43584	75424
43840	75552
44064	75072
44352	75296
44064	75392
44064	75712
44352	75712
44608	75296
44800	75360
44576	75712
44800	75712
45056	75232
45056	75520
37632	76096
38176	76096
38208	76512
38528	75840
38528	76256
38560	76608
39040	75776
39392	76000
39072	76160
39392	76512
39072	76608
39712	76192
39744	76672
40064	75840
40384	76160
40064	76320
40384	76704
40768	75808
40768	76320
41152	75808
41408	76064
41152	76384
41408	76544
41728	75808
41760	76128
41760	76480
42400	75904
42144	75936
42400	76384
42016	76704
42400	76768
42656	75808
42976	75808
42688	76192
43328	75936
43008	76160
43328	76256
43008	76544
43328	76608
43584	75808
43840	75840
43584	76096
43840	76160
43584	76416
43584	76736
44064	76032
44352	76064
44064	76320
44352	76384
44352	76704
44800	76032
44576	76064
44800	76352
44576	76384
44576	76640
45056	75808
45056	76128
45056	76448
46016	76288
45696	76608
46144	76064
46304	76224
46432	76352
46272	76544
47072	76032
46784	76320
37664	77152
37664	77664
38208	77024
38240	77536
37952	77568
38560	77056
38560	77504
39072	77312
39392	77312
39424	76960
39744	77088
39744	77536
40128	76800
40384	77152
40096	77216
40384	77632
40096	77664
40768	76800
40800	77376
40800	77792
41152	76992
41408	77024
41152	77472
41408	77472
41760	76864
41760	77280
41760	77536
42400	77184
42144	77216
42688	76800
42688	77184
43040	76928
43328	76960
43040	77248
43328	77280
43584	77056
43840	77056
43968	77536
43584	77696
44064	76896
44352	77056
44512	77728
44800	76896
44576	76928
44896	77184
46080	76928
46976	76832
46720	77216
47488	77600
47616	77440
37696	78144
38272	78112
37952	78144
38272	78816
38592	77984
38592	78464
39104	77824
39104	78368
39424	77824
39744	78048
39424	78304
39776	78624
39424	78816
40096	78048
40384	78144
40096	78496
40384	78816
40800	78400
41408	77824
41152	77984
41184	78464
41248	78816
41760	77888
41760	78336
41504	78368
41504	78784
42240	77888
42208	78400
42624	77920
42560	78400
43168	77920
43040	78432
43456	78432
43872	78432
44064	77920
44448	77920
44320	78432
45120	78304
45504	78336
45344	78688
46816	78528
47488	77952
47328	78144
47168	78624
47328	78784
37856	79488
37888	79072
38272	79264
38272	79680
38592	78944
38592	79456
39104	78848
39104	79424
39808	79136
39424	79360
39808	79520
40096	79008
40416	79360
40128	79552
40416	79776
40800	78880
40800	79392
41216	79456
41568	79424
42304	78848
41984	78880
41984	79456
42336	79456
42848	79520
43008	78880
43424	78880
43264	79680
43872	78880
43776	79200
44384	78912
44032	79392
44448	79488
44672	78880
45024	78976
44928	79328
44864	79744
45344	79296
46880	78976
46912	79296
47520	79040
47680	79296
47808	79392
47616	79616
47936	79680
47776	79840
48384	79840
37888	79936
38272	80128
37920	80352
38272	80608
37888	80704
38624	79968
38624	80448
39136	79904
39168	80416
39456	79904
39808	79968
39424	80384
39808	80416
39456	80832
39808	80832
40128	80000
40128	80448
40832	80000
40448	80288
40736	80544
41248	80000
41248	80544
41600	80000
41888	80000
41728	80512
42144	80000
42144	80448
42144	80864
42688	80000
43168	80736
43552	80768
44448	80608
44896	80672
45312	80640
47552	79968
47488	80352
47936	80064
47712	80256
48064	80320
47872	80448
47712	80576
47904	80768
48128	79872
48256	80128
48384	80512
48576	80640
48160	80672
48384	80800
38272	80992
38624	80960
39168	80928
39200	81312
39808	81248
39456	81344
39456	81824
39808	81856
40128	81248
40224	81728
40640	81248
40640	81760
41152	80992
41152	81440
41696	81088
41664	81504
42144	81344
42144	81728
42976	81440
42816	81824
43264	81120
43488	81472
43360	81824
43680	81120
44256	81152
44288	81600
44704	81152
44768	81632
45248	81056
48256	80928
48544	81056
48288	81248
48544	81376
48576	81600
48736	80896
48736	81344
48832	81504
48992	81664
48736	81824
40224	82208
40640	82240
41216	81920
41248	82336
41664	81952
41664	82368
41632	82784
42144	82176
42176	82624
42496	82912
43136	82208
43552	82464
44160	82080
44512	82656
44704	81984
48864	81920
48800	82208
49344	82624
49952	82560
49824	82880
50176	82784
41600	83392
42272	83456
42432	83488
43648	83008
44768	83360
44544	83520
44864	83936
45120	83744
49504	82944
50048	83040
40928	84864
41312	84512
41664	84032
41824	84192
41536	84288
41952	84352
41760	84512
41536	84736
42304	84000
45536	84096
45376	84224
45216	84384
45536	84416
45376	84576
45536	84704
45696	84256
45856	84352
45696	84512
46784	84896
47456	84960
48000	84800
48576	84768
48864	84768
40352	85472
40192	85728
40000	85888
40384	85952
40576	85312
40768	85536
40608	85728
41120	85120
44512	85984
45536	85344
45408	85504
45920	85504
45824	85632
45664	85792
46304	85120
47136	85312
48544	85216
48992	85088
48896	85472
48640	85600
48928	85824
48640	85984
49632	85504
49472	85600
49184	85824
50048	85632
49664	85824
50080	85984
50528	85440
50240	85504
50496	85632
50336	85856
50656	85888
50816	85632
50880	85856
39552	86368
39744	86624
39904	86752
40224	86112
40192	86528
40448	86784
43872	86976
44288	86144
44448	86400
44192	86432
44480	86720
44096	86816
44672	86208
48960	86016
48960	86336
48736	86400
48736	86624
48960	86656
49440	86048
49600	86176
49152	86208
49376	86432
49152	86464
49280	86880
49856	86176
50112	86336
49728	86560
49984	86592
49920	86912
49696	86976
50368	86208
50528	86432
50272	86752
40160	87040
40768	87072
40448	87360
41088	87616
41312	87840
42976	87776
43360	87264
43104	87456
43456	87648
43232	88032
43648	87168
43776	87424
43648	87712
44000	87840
44096	87104
44032	87456
44480	87520
44288	87712
44832	87072
44544	87104
44832	87424
44992	87424
44800	87744
44544	87904
45088	87072
45376	87136
45280	87488
45056	87808
45280	87840
45600	87488
45568	87840
45760	88032
49120	87776
49408	87072
49408	87360
49408	87680
49952	87168
49696	87264
49920	87552
49696	87616
49952	87840
50176	87104
50176	87424
50176	87648
50176	88032
41568	88096
42944	88128
43392	88128
43040	88448
43744	88096
43840	88384
43520	88480
44448	88192
44096	88224
44928	88160
44768	88352
45184	88160
45504	88320
49536	88928
49920	88224
50176	88288
47968	89664
48224	89344
48480	89664
48224	89920
49088	89568
48768	89952
49376	89088
49632	89376
49280	89792
49760	89184
48928	90176
49376	90272
49632	90528
49312	90592
49376	90848
49568	90976
49888	90720
49472	92000
49920	91520
50112	91744
49824	92000
50368	91488
48576	93056
48768	92864
48992	93120
49184	92256
49472	92544
48096	93696
48416	94048
48832	93312
48640	93856
49056	94272
