TRAPX	TRAPY
51968	104320
52032	104320
51968	104288
51968	104256
51968	104192
51968	104192
51968	104224
52160	103808
52128	103840
52192	103776
52096	103872
52064	103904
52032	103936
52000	103968
52000	104000
51968	104000
51968	104000
52000	104000
51968	104032
51936	104032
51936	104064
51968	104064
51936	104096
51968	104096
51968	104128
51936	104128
51936	104160
51968	104160
51936	104192
51936	104224
51936	104256
51936	104288
51936	104320
51968	104320
51936	104352
51968	104352
51936	104384
51968	104352
51936	104384
51936	104416
51936	104416
51968	104384
51968	104352
52000	104352
52000	104320
52000	104288
52000	104256
52000	104224
52000	104192
52000	104160
52000	104128
52000	104096
52000	104064
52000	104032
52000	104352
51936	104000
51968	103968
51936	103968
51968	103936
52000	103904
52000	103936
52032	103904
52032	103872
52064	103872
52064	103840
52096	103840
52096	103808
52128	103808
52160	103776
52128	103776
52160	103744
52192	103744
52192	103712
52032	104352
52000	104352
52672	103520
52704	103488
52704	103520
52640	103520
52608	103520
52576	103520
52576	103488
52544	103520
52512	103520
52480	103520
52608	103488
52544	103488
52512	103488
52480	103488
52640	103488
52672	103488
52448	103520
52416	103552
52384	103584
52352	103616
52256	103712
52288	103680
52320	103648
52224	103744
52224	103680
52224	103712
52256	103680
52256	103648
52288	103616
52288	103648
52320	103616
52320	103584
52352	103584
52384	103552
52352	103552
52384	103520
52416	103520
52416	103488
52448	103488
52448	103456
52480	103456
52512	103456
52544	103456
52576	103456
52608	103456
52640	103456
52672	103456
52704	103456
