TRAPX	TRAPY
58304	113312
58240	115296
58240	115648
58144	115456
58016	115584
58144	115776
58528	113024
58656	113184
58528	113376
58432	113184
58432	113504
58368	115456
58848	117792
58976	117696
59072	117536
59136	117696
58944	117920
59360	118944
59776	113120
59872	116128
59584	118688
59488	118848
59648	118848
59456	119072
60000	112832
60128	112992
60000	113184
59904	112992
59904	113312
60000	116032
60096	115872
60160	116032
59968	116256
60800	115552
61376	112032
61248	112160
61376	112352
61024	115264
61152	115424
61024	115616
60928	115424
60928	115744
61472	111872
61600	112032
61472	112224
61664	119648
61792	119808
61664	120000
61568	119808
61440	119936
61568	120128
62208	113632
62336	113792
62208	113984
62112	113792
61984	113920
62112	114112
62848	110720
62752	117856
62880	118016
62752	118208
62656	118016
62528	118144
62656	118336
62976	110528
63104	110656
63200	110848
62976	110752
63072	110912
63424	114976
63424	115328
63328	115136
63200	115264
63328	115456
63552	115136
64384	113568
64608	113280
64736	113440
64608	113632
64512	113440
64512	113760
66016	112288
65920	112448
65792	112576
66016	112640
65920	112768
66144	112448
