TRAPX	TRAPY
60960	95136
60960	95168
60960	95200
60960	95232
60960	95264
60960	95296
60960	95328
60992	95136
60992	95168
60992	95200
60992	95232
60992	95264
60992	95296
60992	95328
60992	95360
61024	95328
61024	95360
61024	95392
61056	95360
61056	95392
61056	95424
61088	95392
61088	95424
61088	95456
61120	95424
61120	95456
61120	95488
61152	95456
61152	95488
61152	95520
61184	95488
61184	95520
61184	95552
61216	95520
61216	95552
61216	95584
61248	95552
61248	95584
61248	95616
61280	95584
61280	95616
61280	95648
61312	95616
61312	95648
61312	95680
61344	95648
61344	95680
61344	95712
61376	95680
61376	95712
61376	95744
61408	95712
61408	95744
61408	95776
61440	95744
61440	95776
61440	95808
61472	95776
61472	95808
61472	95840
61504	95808
61504	95840
61504	95872
61536	95840
