TRAPX	TRAPY
58624	97632
58624	97664
58656	97632
58656	97664
58656	97696
58688	97664
58688	97696
58688	97728
58720	97696
58720	97728
58720	97760
58752	97728
58752	97760
58752	97792
58784	97760
58784	97792
58784	97824
58816	97792
58816	97824
58816	97856
58848	97824
58848	97856
58848	97888
58880	97856
58880	97888
58880	97920
58912	97888
58912	97920
58912	97952
58944	97920
58944	97952
58944	97984
58976	97952
58976	97984
58976	98016
59008	97984
59008	98016
59008	98048
59040	98016
59040	98048
59040	98080
59072	98048
59072	98080
