TRAPX	TRAPY
58304	85472
58336	85440
58336	85472
58336	85504
58368	85440
58368	85472
58368	85504
58368	85536
58400	85504
58400	85536
58400	85568
58432	85536
58432	85568
58432	85600
58464	85568
58464	85600
58464	85632
58496	85600
58496	85632
58496	85664
58528	85632
58528	85664
58528	85696
58560	85664
58560	85696
58560	85728
58592	85696
58592	85728
58592	85760
58624	85728
58624	85760
58624	85792
58656	85760
58656	85792
58656	85824
58688	85792
58688	85824
58688	85856
58720	85824
58720	85856
58720	85888
58752	85856
58752	85888
58752	85920
58784	85888
58784	85920
58784	85952
58816	85920
58816	85952
58816	85984
58848	85952
58848	85984
58848	86016
58880	85984
58880	86016
58880	86048
58912	86016
58912	86048
58912	86080
58944	86048
58944	86080
58944	86112
58976	86080
58976	86112
58976	86144
59008	86112
59008	86144
59008	86176
59040	86144
59040	86176
59040	86208
59072	86176
59072	86208
