TRAPX	TRAPY
56864	88960
56864	88992
56896	88960
56896	88992
56896	89024
56928	88992
56928	89024
56928	89056
56960	89024
56960	89056
56960	89088
56992	89056
56992	89088
56992	89120
57024	89088
57024	89120
57024	89152
57056	89120
57056	89152
57056	89184
57088	89152
57088	89184
57088	89216
57120	89184
57120	89216
57120	89248
57152	89216
57152	89248
57152	89280
57184	89248
57184	89280
57184	89312
57216	89280
57216	89312
57216	89344
57248	89312
57248	89344
57248	89376
57280	89344
57280	89376
57280	89408
57312	89376
57312	89408
57312	89440
57344	89408
57344	89440
57344	89472
57376	89440
57376	89472
57376	89504
57408	89472
57408	89504
57408	89536
57408	89568
57440	89504
57440	89536
