TRAPX	TRAPY
56672	99680
56672	99712
56704	99680
56704	99712
56736	99680
56736	99712
56768	99680
56768	99712
56800	99680
56800	99712
56800	99744
56832	99712
56832	99744
56832	99776
56864	99744
56864	99776
56864	99808
56896	99776
56896	99808
56896	99840
56928	99808
56928	99840
56928	99872
56960	99840
56960	99872
56960	99904
56992	99872
56992	99904
56992	99936
57024	99904
57024	99936
57024	99968
57056	100000
57056	99936
57056	99968
57088	100000
57088	100032
57088	99968
57120	100000
57120	100032
57120	100064
57152	100032
57152	100064
57152	100096
57184	100064
57184	100096
57184	100128
57216	100096
57216	100128
57216	100160
57248	100128
57248	100160
57248	100192
57280	100160
