TRAPX	TRAPY
68864	96928
68864	96960
68896	96928
68896	96960
68896	96992
68896	97024
68896	97056
68928	96960
68928	96992
68928	97024
68928	97056
68928	97088
68960	97056
68960	97088
68960	97120
68960	97152
68992	97088
68992	97120
68992	97152
68992	97184
68992	97216
68992	97248
69024	97152
69024	97184
69024	97216
69024	97248
69024	97280
69024	97312
69024	97344
69056	97248
69056	97280
69056	97312
69056	97344
69056	97376
69088	97344
69088	97376
69088	97408
69120	97376
69120	97408
69120	97440
69120	97472
69120	97504
69152	97408
69152	97440
69152	97472
69152	97504
69152	97536
69184	97504
69184	97536
69184	97568
69216	97536
69216	97568
69216	97600
69216	97632
69248	97568
69248	97600
69248	97632
69248	97664
69280	97632
69280	97664
69280	97696
69312	97664
69312	97696
69312	97728
69312	97760
69344	97696
69344	97728
69344	97760
