TRAPX	TRAPY
53792	95488
53792	95520
53824	95488
53824	95520
53824	95552
53856	95520
53856	95552
53856	95584
53888	95552
53888	95584
53888	95616
53920	95584
53920	95616
53920	95648
53952	95616
53952	95648
53952	95680
53984	95648
53984	95680
53984	95712
54016	95680
54016	95712
54016	95744
54048	95712
54048	95744
54048	95776
54080	95744
54080	95776
54080	95808
54112	95776
54112	95808
54112	95840
54144	95808
54144	95840
54144	95872
54176	95840
54176	95872
54176	95904
54208	95872
54272	95936
54304	95904
54304	95936
54304	95968
54336	95936
54336	95968
54336	96000
54368	95968
54368	96000
54368	96032
54400	96000
54400	96032
54400	96064
54432	96032
54432	96064
54432	96096
54464	96064
54464	96096
54464	96128
54496	96096
54496	96128
54496	96160
54528	96128
